date,Year,Month,Cases,IC,ID,ratio,country,Hemisphere,model,facet
2016/8/1,2016,8,0.033260155,14,30,2,Jamaica,N,obs,N_obs
2016/9/1,2016,9,0.247939339,14,30,2,Jamaica,N,obs,N_obs
2016/10/1,2016,10,0.539289659,14,30,2,Jamaica,N,obs,N_obs
2016/11/1,2016,11,0.827573134,14,30,2,Jamaica,N,obs,N_obs
2016/12/1,2016,12,-0.448234585,14,30,2,Jamaica,N,obs,N_obs
2017/1/1,2017,1,-0.503437803,14,30,2,Jamaica,N,obs,N_obs
2017/2/1,2017,2,-0.506504649,14,30,2,Jamaica,N,obs,N_obs
2017/3/1,2017,3,-0.521838876,14,30,2,Jamaica,N,obs,N_obs
2017/4/1,2017,4,-0.509571494,14,30,2,Jamaica,N,obs,N_obs
2017/5/1,2017,5,-0.497304112,14,30,2,Jamaica,N,obs,N_obs
2017/6/1,2017,6,-0.491170421,14,30,2,Jamaica,N,obs,N_obs
2017/7/1,2017,7,-0.494237267,14,30,2,Jamaica,N,obs,N_obs
2017/8/1,2017,8,-0.521838876,14,30,2,Jamaica,N,obs,N_obs
2017/9/1,2017,9,-0.527972567,14,30,2,Jamaica,N,obs,N_obs
2017/10/1,2017,10,-0.534106258,14,30,2,Jamaica,N,obs,N_obs
2017/11/1,2017,11,-0.534106258,14,30,2,Jamaica,N,obs,N_obs
2017/12/1,2017,12,-0.089413664,14,30,2,Jamaica,N,obs,N_obs
2018/1/1,2018,1,-0.463568812,14,30,2,Jamaica,N,obs,N_obs
2018/2/1,2018,2,-0.463568812,14,30,2,Jamaica,N,obs,N_obs
2018/3/1,2018,3,-0.396098212,14,30,2,Jamaica,N,obs,N_obs
2018/4/1,2018,4,-0.475836194,14,30,2,Jamaica,N,obs,N_obs
2018/5/1,2018,5,-0.500370958,14,30,2,Jamaica,N,obs,N_obs
2018/6/1,2018,6,-0.448234585,14,30,2,Jamaica,N,obs,N_obs
2018/7/1,2018,7,-0.472769349,14,30,2,Jamaica,N,obs,N_obs
2018/8/1,2018,8,-0.439034048,14,30,2,Jamaica,N,obs,N_obs
2018/9/1,2018,9,-0.282624929,14,30,2,Jamaica,N,obs,N_obs
2018/10/1,2018,10,-0.297959156,14,30,2,Jamaica,N,obs,N_obs
2018/11/1,2018,11,0.183535584,14,30,2,Jamaica,N,obs,N_obs
2018/12/1,2018,12,0.821439443,14,30,2,Jamaica,N,obs,N_obs
2019/1/1,2019,1,5.476910878,14,30,2,Jamaica,N,obs,N_obs
2019/2/1,2019,2,2.79648793,14,30,2,Jamaica,N,obs,N_obs
2019/3/1,2019,3,0.45035114,14,30,2,Jamaica,N,obs,N_obs
2019/4/1,2019,4,-0.307159693,14,30,2,Jamaica,N,obs,N_obs
2019/5/1,2019,5,-0.340894993,14,30,2,Jamaica,N,obs,N_obs
2019/6/1,2019,6,-0.061812055,14,30,2,Jamaica,N,obs,N_obs
2019/7/1,2019,7,0.241805648,14,30,2,Jamaica,N,obs,N_obs
2019/8/1,2019,8,0.888910043,14,30,2,Jamaica,N,obs,N_obs
2019/9/1,2019,9,2.673814111,14,30,2,Jamaica,N,obs,N_obs
2019/10/1,2019,10,2.790354239,14,30,2,Jamaica,N,obs,N_obs
2019/11/1,2019,11,0.205003502,14,30,2,Jamaica,N,obs,N_obs
2019/12/1,2019,12,1.848832678,14,30,2,Jamaica,N,obs,N_obs
2014/2/1,2014,2,-0.463670087,22,7,25,Laos,N,obs,N_obs
2014/3/1,2014,3,-0.417782488,22,7,25,Laos,N,obs,N_obs
2014/4/1,2014,4,-0.454957251,22,7,25,Laos,N,obs,N_obs
2014/5/1,2014,5,-0.389901416,22,7,25,Laos,N,obs,N_obs
2014/6/1,2014,6,-0.402680241,22,7,25,Laos,N,obs,N_obs
2014/7/1,2014,7,-0.399195107,22,7,25,Laos,N,obs,N_obs
2014/8/1,2014,8,-0.405584519,22,7,25,Laos,N,obs,N_obs
2014/9/1,2014,9,-0.417782488,22,7,25,Laos,N,obs,N_obs
2014/10/1,2014,10,-0.472382922,22,7,25,Laos,N,obs,N_obs
2014/11/1,2014,11,-0.47935319,22,7,25,Laos,N,obs,N_obs
2014/12/1,2014,12,-0.507234262,22,7,25,Laos,N,obs,N_obs
2015/1/1,2015,1,-0.512461963,22,7,25,Laos,N,obs,N_obs
2015/2/1,2015,2,-0.492132015,22,7,25,Laos,N,obs,N_obs
2015/3/1,2015,3,-0.498521427,22,7,25,Laos,N,obs,N_obs
2015/4/1,2015,4,-0.47935319,22,7,25,Laos,N,obs,N_obs
2015/5/1,2015,5,-0.490389448,22,7,25,Laos,N,obs,N_obs
2015/6/1,2015,6,-0.390482272,22,7,25,Laos,N,obs,N_obs
2015/7/1,2015,7,-0.378865158,22,7,25,Laos,N,obs,N_obs
2015/8/1,2015,8,-0.342271251,22,7,25,Laos,N,obs,N_obs
2015/9/1,2015,9,-0.374218313,22,7,25,Laos,N,obs,N_obs
2015/10/1,2015,10,-0.359116065,22,7,25,Laos,N,obs,N_obs
2015/11/1,2015,11,-0.422429334,22,7,25,Laos,N,obs,N_obs
2015/12/1,2015,12,-0.423010189,22,7,25,Laos,N,obs,N_obs
2016/1/1,2016,1,-0.468897788,22,7,25,Laos,N,obs,N_obs
2016/2/1,2016,2,-0.477029767,22,7,25,Laos,N,obs,N_obs
2016/3/1,2016,3,-0.490389448,22,7,25,Laos,N,obs,N_obs
2016/4/1,2016,4,-0.463670087,22,7,25,Laos,N,obs,N_obs
2016/5/1,2016,5,-0.293479374,22,7,25,Laos,N,obs,N_obs
2016/6/1,2016,6,-0.123869518,22,7,25,Laos,N,obs,N_obs
2016/7/1,2016,7,-0.039645445,22,7,25,Laos,N,obs,N_obs
2016/8/1,2016,8,-0.086694755,22,7,25,Laos,N,obs,N_obs
2016/9/1,2016,9,-0.150008023,22,7,25,Laos,N,obs,N_obs
2016/10/1,2016,10,-0.00537496,22,7,25,Laos,N,obs,N_obs
2016/11/1,2016,11,-0.109348126,22,7,25,Laos,N,obs,N_obs
2016/12/1,2016,12,-0.382931148,22,7,25,Laos,N,obs,N_obs
2017/1/1,2017,1,-0.360277777,22,7,25,Laos,N,obs,N_obs
2017/2/1,2017,2,-0.434627303,22,7,25,Laos,N,obs,N_obs
2017/3/1,2017,3,-0.470059499,22,7,25,Laos,N,obs,N_obs
2017/4/1,2017,4,-0.411393076,22,7,25,Laos,N,obs,N_obs
2017/5/1,2017,5,-0.041388012,22,7,25,Laos,N,obs,N_obs
2017/6/1,2017,6,0.340234165,22,7,25,Laos,N,obs,N_obs
2017/7/1,2017,7,1.03900354,22,7,25,Laos,N,obs,N_obs
2017/8/1,2017,8,0.618464033,22,7,25,Laos,N,obs,N_obs
2017/9/1,2017,9,0.369276949,22,7,25,Laos,N,obs,N_obs
2017/10/1,2017,10,0.088142803,22,7,25,Laos,N,obs,N_obs
2017/11/1,2017,11,-0.223776693,22,7,25,Laos,N,obs,N_obs
2017/12/1,2017,12,-0.39745254,22,7,25,Laos,N,obs,N_obs
2018/1/1,2018,1,-0.502006561,22,7,25,Laos,N,obs,N_obs
2018/2/1,2018,2,-0.510719396,22,7,25,Laos,N,obs,N_obs
2018/3/1,2018,3,-0.483419179,22,7,25,Laos,N,obs,N_obs
2018/4/1,2018,4,-0.495617149,22,7,25,Laos,N,obs,N_obs
2018/5/1,2018,5,-0.46192752,22,7,25,Laos,N,obs,N_obs
2018/6/1,2018,6,-0.325426436,22,7,25,Laos,N,obs,N_obs
2018/7/1,2018,7,0.617883177,22,7,25,Laos,N,obs,N_obs
2018/8/1,2018,8,-0.098311868,22,7,25,Laos,N,obs,N_obs
2018/9/1,2018,9,-0.163948559,22,7,25,Laos,N,obs,N_obs
2018/10/1,2018,10,-0.202865889,22,7,25,Laos,N,obs,N_obs
2018/11/1,2018,11,-0.244687498,22,7,25,Laos,N,obs,N_obs
2018/12/1,2018,12,-0.393967406,22,7,25,Laos,N,obs,N_obs
2019/1/1,2019,1,-0.20809359,22,7,25,Laos,N,obs,N_obs
2019/2/1,2019,2,-0.273149426,22,7,25,Laos,N,obs,N_obs
2019/3/1,2019,3,-0.254562044,22,7,25,Laos,N,obs,N_obs
2019/4/1,2019,4,0.034123226,22,7,25,Laos,N,obs,N_obs
2019/5/1,2019,5,2.749623499,22,7,25,Laos,N,obs,N_obs
2019/6/1,2019,6,3.898556021,22,7,25,Laos,N,obs,N_obs
2019/7/1,2019,7,4.761707551,22,7,25,Laos,N,obs,N_obs
2019/8/1,2019,8,2.904711963,22,7,25,Laos,N,obs,N_obs
2019/9/1,2019,9,1.256243562,22,7,25,Laos,N,obs,N_obs
2019/10/1,2019,10,1.971857752,22,7,25,Laos,N,obs,N_obs
2019/11/1,2019,11,-0.114575827,22,7,25,Laos,N,obs,N_obs
2019/12/1,2019,12,-0.512461963,22,7,25,Laos,N,obs,N_obs
2014/2/1,2014,2,0.434597062,6,42,2,Malaysia,N,obs,N_obs
2014/3/1,2014,3,-0.21381025,6,42,2,Malaysia,N,obs,N_obs
2014/4/1,2014,4,-1.000983164,6,42,2,Malaysia,N,obs,N_obs
2014/5/1,2014,5,-0.477035722,6,42,2,Malaysia,N,obs,N_obs
2014/6/1,2014,6,0.214288787,6,42,2,Malaysia,N,obs,N_obs
2014/7/1,2014,7,1.183859787,6,42,2,Malaysia,N,obs,N_obs
2014/8/1,2014,8,1.605878887,6,42,2,Malaysia,N,obs,N_obs
2014/9/1,2014,9,0.440676999,6,42,2,Malaysia,N,obs,N_obs
2014/10/1,2014,10,0.412423178,6,42,2,Malaysia,N,obs,N_obs
2014/11/1,2014,11,0.659912345,6,42,2,Malaysia,N,obs,N_obs
2014/12/1,2014,12,1.429560737,6,42,2,Malaysia,N,obs,N_obs
2015/1/1,2015,1,2.098711361,6,42,2,Malaysia,N,obs,N_obs
2015/2/1,2015,2,1.31618781,6,42,2,Malaysia,N,obs,N_obs
2015/3/1,2015,3,0.116652164,6,42,2,Malaysia,N,obs,N_obs
2015/4/1,2015,4,-0.539265657,6,42,2,Malaysia,N,obs,N_obs
2015/5/1,2015,5,0.332311077,6,42,2,Malaysia,N,obs,N_obs
2015/6/1,2015,6,1.271482396,6,42,2,Malaysia,N,obs,N_obs
2015/7/1,2015,7,1.527555003,6,42,2,Malaysia,N,obs,N_obs
2015/8/1,2015,8,1.091230171,6,42,2,Malaysia,N,obs,N_obs
2015/9/1,2015,9,0.608411709,6,42,2,Malaysia,N,obs,N_obs
2015/10/1,2015,10,0.705690688,6,42,2,Malaysia,N,obs,N_obs
2015/11/1,2015,11,0.509344513,6,42,2,Malaysia,N,obs,N_obs
2015/12/1,2015,12,0.325515854,6,42,2,Malaysia,N,obs,N_obs
2016/1/1,2016,1,2.492834283,6,42,2,Malaysia,N,obs,N_obs
2016/2/1,2016,2,1.276847046,6,42,2,Malaysia,N,obs,N_obs
2016/3/1,2016,3,0.693173172,6,42,2,Malaysia,N,obs,N_obs
2016/4/1,2016,4,-0.356152285,6,42,2,Malaysia,N,obs,N_obs
2016/5/1,2016,5,-0.727386036,6,42,2,Malaysia,N,obs,N_obs
2016/6/1,2016,6,-0.052513119,6,42,2,Malaysia,N,obs,N_obs
2016/7/1,2016,7,0.424940693,6,42,2,Malaysia,N,obs,N_obs
2016/8/1,2016,8,0.604477632,6,42,2,Malaysia,N,obs,N_obs
2016/9/1,2016,9,-0.151222671,6,42,2,Malaysia,N,obs,N_obs
2016/10/1,2016,10,-0.494202601,6,42,2,Malaysia,N,obs,N_obs
2016/11/1,2016,11,-0.75385164,6,42,2,Malaysia,N,obs,N_obs
2016/12/1,2016,12,-0.396923622,6,42,2,Malaysia,N,obs,N_obs
2017/1/1,2017,1,0.130957896,6,42,2,Malaysia,N,obs,N_obs
2017/2/1,2017,2,-0.175542416,6,42,2,Malaysia,N,obs,N_obs
2017/3/1,2017,3,0.149197705,6,42,2,Malaysia,N,obs,N_obs
2017/4/1,2017,4,0.152416495,6,42,2,Malaysia,N,obs,N_obs
2017/5/1,2017,5,0.487170628,6,42,2,Malaysia,N,obs,N_obs
2017/6/1,2017,6,0.391679866,6,42,2,Malaysia,N,obs,N_obs
2017/7/1,2017,7,0.361995472,6,42,2,Malaysia,N,obs,N_obs
2017/8/1,2017,8,-0.226685409,6,42,2,Malaysia,N,obs,N_obs
2017/9/1,2017,9,-0.92909686,6,42,2,Malaysia,N,obs,N_obs
2017/10/1,2017,10,-0.998479661,6,42,2,Malaysia,N,obs,N_obs
2017/11/1,2017,11,-1.269215643,6,42,2,Malaysia,N,obs,N_obs
2017/12/1,2017,12,-1.177301314,6,42,2,Malaysia,N,obs,N_obs
2018/1/1,2018,1,-1.01242775,6,42,2,Malaysia,N,obs,N_obs
2018/2/1,2018,2,-1.043185074,6,42,2,Malaysia,N,obs,N_obs
2018/3/1,2018,3,-0.997049088,6,42,2,Malaysia,N,obs,N_obs
2018/4/1,2018,4,-0.995976158,6,42,2,Malaysia,N,obs,N_obs
2018/5/1,2018,5,-0.797484124,6,42,2,Malaysia,N,obs,N_obs
2018/6/1,2018,6,-1.695884106,6,42,2,Malaysia,N,obs,N_obs
2018/7/1,2018,7,-1.428366914,6,42,2,Malaysia,N,obs,N_obs
2018/8/1,2018,8,-1.236670102,6,42,2,Malaysia,N,obs,N_obs
2018/9/1,2018,9,-0.814293359,6,42,2,Malaysia,N,obs,N_obs
2018/10/1,2018,10,-2.262748745,6,42,2,Malaysia,N,obs,N_obs
2018/11/1,2018,11,-0.014602929,6,42,2,Malaysia,N,obs,N_obs
2018/12/1,2018,12,0.371651841,6,42,2,Malaysia,N,obs,N_obs
2019/1/1,2019,1,-1.846809581,6,42,2,Malaysia,N,obs,N_obs
2019/2/1,2019,2,1.190655009,6,42,2,Malaysia,N,obs,N_obs
2019/3/1,2019,3,1.207106602,6,42,2,Malaysia,N,obs,N_obs
2019/4/1,2019,4,0.330522861,6,42,2,Malaysia,N,obs,N_obs
2019/5/1,2019,5,0.76005247,6,42,2,Malaysia,N,obs,N_obs
2019/6/1,2019,6,-1.385092074,6,42,2,Malaysia,N,obs,N_obs
2019/7/1,2019,7,-0.436979672,6,42,2,Malaysia,N,obs,N_obs
2019/8/1,2019,8,-0.405864705,6,42,2,Malaysia,N,obs,N_obs
2019/9/1,2019,9,0.667422854,6,42,2,Malaysia,N,obs,N_obs
2019/10/1,2019,10,-1.992012763,6,42,2,Malaysia,N,obs,N_obs
2019/11/1,2019,11,1.132716794,6,42,2,Malaysia,N,obs,N_obs
2019/12/1,2019,12,-0.804994633,6,42,2,Malaysia,N,obs,N_obs
2014/2/1,2014,2,-0.566745213,48,17,13,Mexico,N,obs,N_obs
2014/3/1,2014,3,-0.552758979,48,17,13,Mexico,N,obs,N_obs
2014/4/1,2014,4,-0.61017615,48,17,13,Mexico,N,obs,N_obs
2014/5/1,2014,5,-0.490409821,48,17,13,Mexico,N,obs,N_obs
2014/6/1,2014,6,-0.293203923,48,17,13,Mexico,N,obs,N_obs
2014/7/1,2014,7,-0.078036757,48,17,13,Mexico,N,obs,N_obs
2014/8/1,2014,8,-0.104610601,48,17,13,Mexico,N,obs,N_obs
2014/9/1,2014,9,0.238346576,48,17,13,Mexico,N,obs,N_obs
2014/10/1,2014,10,0.915353907,48,17,13,Mexico,N,obs,N_obs
2014/11/1,2014,11,0.411334205,48,17,13,Mexico,N,obs,N_obs
2014/12/1,2014,12,-0.435127391,48,17,13,Mexico,N,obs,N_obs
2015/1/1,2015,1,-0.5222101,48,17,13,Mexico,N,obs,N_obs
2015/2/1,2015,2,-0.656846004,48,17,13,Mexico,N,obs,N_obs
2015/3/1,2015,3,-0.562254896,48,17,13,Mexico,N,obs,N_obs
2015/4/1,2015,4,-0.334794566,48,17,13,Mexico,N,obs,N_obs
2015/5/1,2015,5,-0.104389766,48,17,13,Mexico,N,obs,N_obs
2015/6/1,2015,6,0.412953664,48,17,13,Mexico,N,obs,N_obs
2015/7/1,2015,7,1.20619396,48,17,13,Mexico,N,obs,N_obs
2015/8/1,2015,8,1.786033772,48,17,13,Mexico,N,obs,N_obs
2015/9/1,2015,9,1.632332422,48,17,13,Mexico,N,obs,N_obs
2015/10/1,2015,10,1.705576121,48,17,13,Mexico,N,obs,N_obs
2015/11/1,2015,11,0.771590145,48,17,13,Mexico,N,obs,N_obs
2015/12/1,2015,12,-0.436894073,48,17,13,Mexico,N,obs,N_obs
2016/1/1,2016,1,-0.547458933,48,17,13,Mexico,N,obs,N_obs
2016/2/1,2016,2,-0.354154458,48,17,13,Mexico,N,obs,N_obs
2016/3/1,2016,3,-0.494679303,48,17,13,Mexico,N,obs,N_obs
2016/4/1,2016,4,-0.601048292,48,17,13,Mexico,N,obs,N_obs
2016/5/1,2016,5,-0.581541176,48,17,13,Mexico,N,obs,N_obs
2016/6/1,2016,6,-0.438587144,48,17,13,Mexico,N,obs,N_obs
2016/7/1,2016,7,-0.233799235,48,17,13,Mexico,N,obs,N_obs
2016/8/1,2016,8,0.549135415,48,17,13,Mexico,N,obs,N_obs
2016/9/1,2016,9,0.73868569,48,17,13,Mexico,N,obs,N_obs
2016/10/1,2016,10,0.777479086,48,17,13,Mexico,N,obs,N_obs
2016/11/1,2016,11,0.120199705,48,17,13,Mexico,N,obs,N_obs
2016/12/1,2016,12,-0.626591572,48,17,13,Mexico,N,obs,N_obs
2017/1/1,2017,1,-0.777937345,48,17,13,Mexico,N,obs,N_obs
2017/2/1,2017,2,-0.78316378,48,17,13,Mexico,N,obs,N_obs
2017/3/1,2017,3,-0.73627309,48,17,13,Mexico,N,obs,N_obs
2017/4/1,2017,4,-0.760859417,48,17,13,Mexico,N,obs,N_obs
2017/5/1,2017,5,-0.709920081,48,17,13,Mexico,N,obs,N_obs
2017/6/1,2017,6,-0.538478298,48,17,13,Mexico,N,obs,N_obs
2017/7/1,2017,7,-0.467369341,48,17,13,Mexico,N,obs,N_obs
2017/8/1,2017,8,-0.287903877,48,17,13,Mexico,N,obs,N_obs
2017/9/1,2017,9,0.275078843,48,17,13,Mexico,N,obs,N_obs
2017/10/1,2017,10,0.614797102,48,17,13,Mexico,N,obs,N_obs
2017/11/1,2017,11,0.227452036,48,17,13,Mexico,N,obs,N_obs
2017/12/1,2017,12,-0.66590025,48,17,13,Mexico,N,obs,N_obs
2018/1/1,2018,1,-0.853094949,48,17,13,Mexico,N,obs,N_obs
2018/2/1,2018,2,-0.826226658,48,17,13,Mexico,N,obs,N_obs
2018/3/1,2018,3,-0.802082001,48,17,13,Mexico,N,obs,N_obs
2018/4/1,2018,4,-0.779704027,48,17,13,Mexico,N,obs,N_obs
2018/5/1,2018,5,-0.73458002,48,17,13,Mexico,N,obs,N_obs
2018/6/1,2018,6,-0.599870504,48,17,13,Mexico,N,obs,N_obs
2018/7/1,2018,7,-0.539876922,48,17,13,Mexico,N,obs,N_obs
2018/8/1,2018,8,-0.516910054,48,17,13,Mexico,N,obs,N_obs
2018/9/1,2018,9,0.191235051,48,17,13,Mexico,N,obs,N_obs
2018/10/1,2018,10,0.555097967,48,17,13,Mexico,N,obs,N_obs
2018/11/1,2018,11,0.014640445,48,17,13,Mexico,N,obs,N_obs
2018/12/1,2018,12,-0.578964765,48,17,13,Mexico,N,obs,N_obs
2019/1/1,2019,1,-0.719047939,48,17,13,Mexico,N,obs,N_obs
2019/2/1,2019,2,-0.709552022,48,17,13,Mexico,N,obs,N_obs
2019/3/1,2019,3,-0.67215725,48,17,13,Mexico,N,obs,N_obs
2019/4/1,2019,4,-0.743192595,48,17,13,Mexico,N,obs,N_obs
2019/5/1,2019,5,-0.543483898,48,17,13,Mexico,N,obs,N_obs
2019/6/1,2019,6,-0.274064866,48,17,13,Mexico,N,obs,N_obs
2019/7/1,2019,7,0.14051655,48,17,13,Mexico,N,obs,N_obs
2019/8/1,2019,8,1.414220786,48,17,13,Mexico,N,obs,N_obs
2019/9/1,2019,9,3.470638836,48,17,13,Mexico,N,obs,N_obs
2019/10/1,2019,10,4.61191552,48,17,13,Mexico,N,obs,N_obs
2019/11/1,2019,11,2.143124406,48,17,13,Mexico,N,obs,N_obs
2019/12/1,2019,12,0.323000096,48,17,13,Mexico,N,obs,N_obs
2014/2/1,2014,2,-0.787381786,10,30,2,Nicaragua,N,obs,N_obs
2014/3/1,2014,3,-0.73806484,10,30,2,Nicaragua,N,obs,N_obs
2014/4/1,2014,4,-0.822086304,10,30,2,Nicaragua,N,obs,N_obs
2014/5/1,2014,5,-0.764093228,10,30,2,Nicaragua,N,obs,N_obs
2014/6/1,2014,6,-0.624514094,10,30,2,Nicaragua,N,obs,N_obs
2014/7/1,2014,7,-0.401826774,10,30,2,Nicaragua,N,obs,N_obs
2014/8/1,2014,8,-0.422071076,10,30,2,Nicaragua,N,obs,N_obs
2014/9/1,2014,9,-0.520096117,10,30,2,Nicaragua,N,obs,N_obs
2014/10/1,2014,10,-0.367883321,10,30,2,Nicaragua,N,obs,N_obs
2014/11/1,2014,11,-0.45494904,10,30,2,Nicaragua,N,obs,N_obs
2014/12/1,2014,12,-0.383409026,10,30,2,Nicaragua,N,obs,N_obs
2015/1/1,2015,1,-0.463472956,10,30,2,Nicaragua,N,obs,N_obs
2015/2/1,2015,2,-0.6721567,10,30,2,Nicaragua,N,obs,N_obs
2015/3/1,2015,3,-0.826500475,10,30,2,Nicaragua,N,obs,N_obs
2015/4/1,2015,4,-0.782663189,10,30,2,Nicaragua,N,obs,N_obs
2015/5/1,2015,5,-0.718277177,10,30,2,Nicaragua,N,obs,N_obs
2015/6/1,2015,6,-0.586460896,10,30,2,Nicaragua,N,obs,N_obs
2015/7/1,2015,7,-0.291320284,10,30,2,Nicaragua,N,obs,N_obs
2015/8/1,2015,8,-0.022055849,10,30,2,Nicaragua,N,obs,N_obs
2015/9/1,2015,9,-0.378081578,10,30,2,Nicaragua,N,obs,N_obs
2015/10/1,2015,10,0.044917782,10,30,2,Nicaragua,N,obs,N_obs
2015/11/1,2015,11,0.164252614,10,30,2,Nicaragua,N,obs,N_obs
2015/12/1,2015,12,-0.38036477,10,30,2,Nicaragua,N,obs,N_obs
2016/1/1,2016,1,-0.289493731,10,30,2,Nicaragua,N,obs,N_obs
2016/2/1,2016,2,-0.514159818,10,30,2,Nicaragua,N,obs,N_obs
2016/3/1,2016,3,-0.598637919,10,30,2,Nicaragua,N,obs,N_obs
2016/4/1,2016,4,-0.288276028,10,30,2,Nicaragua,N,obs,N_obs
2016/5/1,2016,5,-0.033167383,10,30,2,Nicaragua,N,obs,N_obs
2016/6/1,2016,6,0.860778367,10,30,2,Nicaragua,N,obs,N_obs
2016/7/1,2016,7,1.620624644,10,30,2,Nicaragua,N,obs,N_obs
2016/8/1,2016,8,0.777670181,10,30,2,Nicaragua,N,obs,N_obs
2016/9/1,2016,9,0.02086816,10,30,2,Nicaragua,N,obs,N_obs
2016/10/1,2016,10,-0.044583342,10,30,2,Nicaragua,N,obs,N_obs
2016/11/1,2016,11,-0.111100334,10,30,2,Nicaragua,N,obs,N_obs
2016/12/1,2016,12,-0.355706297,10,30,2,Nicaragua,N,obs,N_obs
2017/1/1,2017,1,-0.307911479,10,30,2,Nicaragua,N,obs,N_obs
2017/2/1,2017,2,-0.322828333,10,30,2,Nicaragua,N,obs,N_obs
2017/3/1,2017,3,-0.224346654,10,30,2,Nicaragua,N,obs,N_obs
2017/4/1,2017,4,-0.289189305,10,30,2,Nicaragua,N,obs,N_obs
2017/5/1,2017,5,-0.088877266,10,30,2,Nicaragua,N,obs,N_obs
2017/6/1,2017,6,0.14553044,10,30,2,Nicaragua,N,obs,N_obs
2017/7/1,2017,7,0.203066877,10,30,2,Nicaragua,N,obs,N_obs
2017/8/1,2017,8,0.015692925,10,30,2,Nicaragua,N,obs,N_obs
2017/9/1,2017,9,-0.348704508,10,30,2,Nicaragua,N,obs,N_obs
2017/10/1,2017,10,-0.266357386,10,30,2,Nicaragua,N,obs,N_obs
2017/11/1,2017,11,-0.334548718,10,30,2,Nicaragua,N,obs,N_obs
2017/12/1,2017,12,-0.638669885,10,30,2,Nicaragua,N,obs,N_obs
2018/1/1,2018,1,-0.522227096,10,30,2,Nicaragua,N,obs,N_obs
2018/2/1,2018,2,-0.449469379,10,30,2,Nicaragua,N,obs,N_obs
2018/3/1,2018,3,-0.488892493,10,30,2,Nicaragua,N,obs,N_obs
2018/4/1,2018,4,-0.524966926,10,30,2,Nicaragua,N,obs,N_obs
2018/5/1,2018,5,-0.587830811,10,30,2,Nicaragua,N,obs,N_obs
2018/6/1,2018,6,-0.627862776,10,30,2,Nicaragua,N,obs,N_obs
2018/7/1,2018,7,-0.441402101,10,30,2,Nicaragua,N,obs,N_obs
2018/8/1,2018,8,-0.383713451,10,30,2,Nicaragua,N,obs,N_obs
2018/9/1,2018,9,0.447216201,10,30,2,Nicaragua,N,obs,N_obs
2018/10/1,2018,10,0.358323928,10,30,2,Nicaragua,N,obs,N_obs
2018/11/1,2018,11,-0.100902077,10,30,2,Nicaragua,N,obs,N_obs
2018/12/1,2018,12,-0.059500196,10,30,2,Nicaragua,N,obs,N_obs
2019/1/1,2019,1,0.056029316,10,30,2,Nicaragua,N,obs,N_obs
2019/2/1,2019,2,-0.130279146,10,30,2,Nicaragua,N,obs,N_obs
2019/3/1,2019,3,-0.251592745,10,30,2,Nicaragua,N,obs,N_obs
2019/4/1,2019,4,-0.577784766,10,30,2,Nicaragua,N,obs,N_obs
2019/5/1,2019,5,-0.117493272,10,30,2,Nicaragua,N,obs,N_obs
2019/6/1,2019,6,0.899744843,10,30,2,Nicaragua,N,obs,N_obs
2019/7/1,2019,7,1.913329851,10,30,2,Nicaragua,N,obs,N_obs
2019/8/1,2019,8,4.231835157,10,30,2,Nicaragua,N,obs,N_obs
2019/9/1,2019,9,3.869568703,10,30,2,Nicaragua,N,obs,N_obs
2019/10/1,2019,10,3.480512797,10,30,2,Nicaragua,N,obs,N_obs
2019/11/1,2019,11,2.051995708,10,30,2,Nicaragua,N,obs,N_obs
2019/12/1,2019,12,0.566246607,10,30,2,Nicaragua,N,obs,N_obs
2014/2/1,2014,2,4.243195504,32,21,2,Panama,N,obs,N_obs
2014/3/1,2014,3,-0.753376267,32,21,2,Panama,N,obs,N_obs
2014/4/1,2014,4,0.021563733,32,21,2,Panama,N,obs,N_obs
2014/5/1,2014,5,-0.363078019,32,21,2,Panama,N,obs,N_obs
2014/6/1,2014,6,-0.82502522,32,21,2,Panama,N,obs,N_obs
2014/7/1,2014,7,-0.858964198,32,21,2,Panama,N,obs,N_obs
2014/8/1,2014,8,-0.936269648,32,21,2,Panama,N,obs,N_obs
2014/9/1,2014,9,-0.932498651,32,21,2,Panama,N,obs,N_obs
2014/10/1,2014,10,-0.881590184,32,21,2,Panama,N,obs,N_obs
2014/11/1,2014,11,-0.73263578,32,21,2,Panama,N,obs,N_obs
2014/12/1,2014,12,-0.223551109,32,21,2,Panama,N,obs,N_obs
2015/1/1,2015,1,-0.353650525,32,21,2,Panama,N,obs,N_obs
2015/2/1,2015,2,-0.483749941,32,21,2,Panama,N,obs,N_obs
2015/3/1,2015,3,-1.136132519,32,21,2,Panama,N,obs,N_obs
2015/4/1,2015,4,-1.023002592,32,21,2,Panama,N,obs,N_obs
2015/5/1,2015,5,-0.917414661,32,21,2,Panama,N,obs,N_obs
2015/6/1,2015,6,-0.493177435,32,21,2,Panama,N,obs,N_obs
2015/7/1,2015,7,-0.594994369,32,21,2,Panama,N,obs,N_obs
2015/8/1,2015,8,-0.551627897,32,21,2,Panama,N,obs,N_obs
2015/9/1,2015,9,-0.594994369,32,21,2,Panama,N,obs,N_obs
2015/10/1,2015,10,-0.889132179,32,21,2,Panama,N,obs,N_obs
2015/11/1,2015,11,-0.610078359,32,21,2,Panama,N,obs,N_obs
